Product,Image,Brand,Processor,RAM,Hard disk,SSD,Graphic card,Operating system,Resolution,Dimensions(mm),Weight(kg),Battery life,Price
"Acer R13 Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Quad Core, Silver, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456581_635_acer_r13.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel APU Quad Core M8173C,4GB,No,32GB,,Chrome OS,1920x1080 pixels,326.00 x 228.00 x 38.10,1.49,12.0,"₹ 67,856"
"Asus E502MA-XX0069T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Pentium, Dark Blue, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455319_635_asus_e502ma-xx0069t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,2GB,500GB,No,,Windows 10,1920x1080 pixels,258.00 x 38.30 x 22.00,1.86,,"₹ 21,499"
"Asus Vivobook Max X541UA-GO1304D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454965_635_asus_vivobook-max-x541ua-go1304d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3,4GB,500GB,No,,DOS,1920x1080 pixels,252.00 x 38.10 x 27.00,2.1,,"₹ 26,779"
"Asus Vivobook E12 E203MA Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Star Grey, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456858_635_asus_vivobook-e12-e203ma.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core,2GB,No,32GB,,Windows 10,1366x768 pixels,193.04 x 287.02 x 17.78,2.2,,"₹ 55,160"
,https://i.gadgets360cdn.com/products/laptops/large/1546453577_635_asus_k510uq-bq668t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 8th Gen,8GB,No,No,Nvidia,Windows 10 Home,1920x1080 pixels,,,6.0,
"Acer Switch 5 SW512-52P-56F9 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Black, 12.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456830_635_acer_switch-5-sw512-52p-56f9.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5,8GB,No,256GB,,Windows 10,1366x768 pixels,202.00 x 293.00 x 40.64,1.27,,"₹ 231,581"
,https://i.gadgets360cdn.com/products/laptops/large/1546456220_635_hp_17.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 7200U,8GB,No,512GB,Intel HD Graphics 620,Windows 10,1600x900 pixels,63.50 x 277.00 x 39.10,2.4,,
"HP 15-BY004AX Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Smoke Grey, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455062_635_hp_15-by004ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,AMD Core i5 7th Gen,4GB,1TB,No,,DOS,1366x768 pixels,307.00 x 52.10 x 6.90,2.27,,"₹ 26,339"
"Acer Switch 5 SW512-52P-56F9 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Black, 12.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456830_635_acer_switch-5-sw512-52p-56f9.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5,8GB,No,256GB,,Windows 10,1366x768 pixels,202.00 x 293.00 x 40.64,1.27,,"₹ 231,581"
"Acer Chromebook 11 C732T-C8VY Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Celeron, Black, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456817_635_acer_chromebook-11-c732t-c8vy.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core,4GB,No,32GB,,Chrome OS,1280x720 pixels,208.00 x 30.20 x 20.00,1.35,,"₹ 82,599"
"Asus Rog GL553VD-FY061T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454464_635_asus_rog-gl553vd-fy061t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,16GB,1TB,No,,Windows 10,1920x1080 pixels,255.00 x 38.30 x 21.00,2.5,,"₹ 96,990"
"Asus E502MA-XX0078T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Pentium, White, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455227_635_asus_e502ma-xx0078t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core 8250U,2GB,500GB,No,,Windows 10,1920x1080 pixels,,,6.0,"₹ 22,000"
,https://i.gadgets360cdn.com/products/laptops/large/1546456507_635_hp_probook-455-g4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,,6GB,1TB,No,Radeon R5 Graphics,Windows 10,1920x1080 pixels,48.50 x 30.70 x 6.90,2.08,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455901_635_asus_vivobook-s-s510un-eh76.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,8GB,1TB,No,,Windows 10,1920x1080 pixels,244.00 x 36.10 x 45.72,1.88,,
"Asus Rog GL553VD-FY061T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454464_635_asus_rog-gl553vd-fy061t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,16GB,1TB,No,,Windows 10,1920x1080 pixels,255.00 x 38.30 x 21.00,2.5,,"₹ 96,990"
"HP 15G-BR105TX Laptop (8GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453649_635_hp_15g-br105tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 8th Gen,8GB,1TB,No,AMD Radeon 520 Graphics,Windows 10,1920x1080 pixels,380.00 x 253.80 x 23.80,,,"₹ 57,320"
"Asus Vivobook F542UA-DH71 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Grey, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453508_635_asus_vivobook-f542ua-dh71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 7500u,8GB,256GB,No,Intel HD Graphics 620,Windows 10,1920x1080 pixels,381.00 x 251.00 x 23.00,2.31,,"₹ 110,925"
"HP AY512TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455550_635_hp_ay512tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 6th Gen,4GB,1TB,No,,Windows 10,1366x768 pixels,255.00 x 38.40 x 24.00,2.19,,"₹ 37,990"
"HP 15-BE001TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Jack Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455551_635_hp_15-be001tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Pentium Dual Core,4GB,500GB,No,,Windows 10,1366x768 pixels,255.00 x 38.40 x 24.00,2.19,,"₹ 24,500"
"Asus PU451LD-WO103D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i5, Black, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455330_635_asus_pu451ld-wo103d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5,4GB,500GB,No,,DOS,1920x1080 pixels,328.00 x 40.60 x 7.00,3.36,,"₹ 38,990"
,https://i.gadgets360cdn.com/products/laptops/large/1546455631_635_asus_chromebook-flip-c302ca-dhm4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core m3,4GB,64GB,No,Intel Integrated HD Graphics 515,Chrome OS,1920x1080 pixels,14.99 x 210.82 x 11.90,1.202,,
"Asus Vivobook TP202NA-DH01T Laptop (Windows 10, 4GB RAM, 32GB HDD, Intel Celeron, Blue, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456774_635_asus_vivobook-tp202na-dh01t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core,4GB,No,32GB,,Windows 10,1366x768 pixels,200.00 x 279.00 x 38.10,2.4,,"₹ 47,695"
,https://i.gadgets360cdn.com/products/laptops/large/1546455359_635_acer_one-10-s1001.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Atom Quad Core 4th Gen Z3735F,2GB,No,32GB,Intel Integrated HD Graphics,Windows 8.1,1280x800 pixels,,1.2,8.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546455362_635_asus_x-x200la-kx037h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 4th Gen 4010U,4GB,500GB,No,Intel Integrated HD Graphics 4400,Windows 8.1,,302.00 x 200.00 x 25.60,1.24,4.5,
,https://i.gadgets360cdn.com/products/laptops/large/1546456085_635_acer_chromebook-14-cb3-431-c5fm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core N3160,4GB,32GB,No,Intel HD Graphics 400,Chrome OS,1920x1080 pixels,431.80 x 236.47 x 341.12,1.55,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456668_635_samsung_galaxy-book-sm-w720ntkbxar.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,Intel Core i5 7th Gen 7200U,4GB,No,128GB,Intel HD Graphics 620,Windows 10,2160x1440 pixels,291.34 x 199.90 x 7.37,1.66,11.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546455362_635_asus_x-x200la-kx037h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 4th Gen 4010U,4GB,500GB,No,Intel Integrated HD Graphics 4400,Windows 8.1,,302.00 x 200.00 x 25.60,1.24,4.5,
"Asus 90NB0BF2-M01540 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455358_635_asus_90nb0bf2-m01540.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5,4GB,1TB,No,,DOS,1920x1080 pixels,296.00 x 50.40 x 6.80,3.25,,"₹ 37,000"
,https://i.gadgets360cdn.com/products/laptops/large/1546456319_635_asus_q325ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 8550U,16GB,No,512GB,Intel HD Graphics 620,Windows 10 Home,1920x1080 pixels,281.94 x 211.00 x 310.00,1.09,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456397_635_asus_fx53vd-ms72.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 7700HQ,16GB,No,256GB,Nvidia GeForce GTX 1050,Windows 10 Home,1920x1080 pixels,384.00 x 254.00 x 20.00,2.5,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456242_635_acer_aspire-e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i7 7th Gen 7500U,2GB,1TB,No,,Windows 10,1920x1080 pixels,162.56 x 30.50 x 49.50,2.65,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456532_635_hp_elitebook-820-g4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 7200U,8GB,256GB,No,Intel HD Graphics 620,Windows 10 Professional,1366x768 pixels,309.88 x 218.44 x 18.80,1.26,,
"HP Chromebook 11 G5 Laptop (Chrome, 4GB RAM, 16GB HDD, Intel Celeron, Black, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456529_635_hp_chromebook-11-g5.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Celeron Dual Core N3060,4GB,16GB,No,,Chrome OS,1366x768 pixels,300.00 x 207.00 x 20.00,1.23,,"₹ 41,497"
,https://i.gadgets360cdn.com/products/laptops/large/1546455949_635_asus_rog-gl503ge-en041td.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 8th Gen,8GB,1TB,No,Nvidia GeForce GTX 1050 Ti,Windows 10,1920x1080 pixels,,,,
"Samsung Chromebook Plus XE521QAB-K01US Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Celeron, Silver, 12.2 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456829_635_samsung_chromebook-plus-xe521qab-k01us.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,Intel Celeron Dual Core,4GB,No,32GB,,Chrome OS,1366x768 pixels,206.00 x 290.00 x 25.00,1.32,,"₹ 57,033"
,https://i.gadgets360cdn.com/products/laptops/large/1546455021_635_asus_x401u-be20602z.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,,4GB,500GB,No,GeForce GTX 970M,Windows 8,1366x768 pixels,304.00 x 241.30 x 342.90,1.8,4.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546456242_635_acer_aspire-e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i7 7th Gen 7500U,2GB,1TB,No,,Windows 10,1920x1080 pixels,162.56 x 30.50 x 49.50,2.65,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455935_635_acer_aspire-e-e-15-e5-575g-50zz.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5,4GB,1TB,No,Nvidia,Linux,,,2.23,,
"Asus Vivobook E12 E203MA Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Star Grey, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456858_635_asus_vivobook-e12-e203ma.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core,2GB,No,32GB,,Windows 10,1366x768 pixels,193.04 x 287.02 x 17.78,2.2,,"₹ 55,160"
,https://i.gadgets360cdn.com/products/laptops/large/1546455114_635_asus_s551lb-cj289h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 4th Gen 4200U,4GB,1TB,No,AMD Radeon R2,Windows 8.1,1366x768 pixels,225.00 x 258.00 x 380.00,2.4,,
,https://i.gadgets360cdn.com/products/laptops/large/1546453577_635_asus_k510uq-bq668t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 8th Gen,8GB,No,No,Nvidia,Windows 10 Home,1920x1080 pixels,,,6.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546455839_635_acer_sp111-31n-c4ug.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core,4GB,No,32GB,,Windows 10,1920x1080 pixels,210.00 x 298.00 x 20.00,1.5,,
"HP 15-BA022AX Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455545_635_hp_15-ba022ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,,4GB,500GB,No,,Windows 10,1280x768 pixels,304.00 x 51.80 x 7.00,2.98,,"₹ 29,990"
,https://i.gadgets360cdn.com/products/laptops/large/1546456397_635_asus_fx53vd-ms72.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 7700HQ,16GB,No,256GB,Nvidia GeForce GTX 1050,Windows 10 Home,1920x1080 pixels,384.00 x 254.00 x 20.00,2.5,,
"HP 15Q-DS0005TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456793_635_hp_15q-ds0005tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Pentium Dual Core,4GB,1TB,No,,Windows 10,1366x768 pixels,246.00 x 376.00 x 22.50,1.77,,"₹ 27,071"
,https://i.gadgets360cdn.com/products/laptops/large/1546456358_635_acer_aspire.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i7 7th Gen 7100U,8GB,1TB,No,Intel HD Graphics 620,Windows 10,1920x1080 pixels,63.50 x 31.00 x 40.60,3.06,,
,https://i.gadgets360cdn.com/products/large/acer-swift-5-2020-1300x800-1592976952.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,,,,1TB,,Windows 10,1920x1080 pixels,,,,
,https://i.gadgets360cdn.com/products/laptops/large/1546454618_635_hp_elitebook-850-g4-1bs49ut.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5,8GB,256GB,No,,Windows 10,1920x1080 pixels,257.00 x 38.40 x 20.00,1.84,,
"Acer Aspire E ES-576-31WW Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Obsidian Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455798_635_acer_aspire-e-es-576-31ww.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3,4GB,1TB,No,,DOS,1920x1080 pixels,64.80 x 97.80 x 6.40,2.1,,"₹ 23,999"
,https://i.gadgets360cdn.com/products/large/galaxy-book-flex-db-1027x800-1578026943.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,,8GB,,1TB,,Windows 10,1920x1080 pixels,202.00 x 304.90 x 13.90,1.19,,
"Asus Rog Strix Hero GL504 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456441_635_asus_rog-strix-hero-gl504.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 8750H,16GB,1TB,No,Nvidia GeForce GTX 1060,Windows 10,1920x1080 pixels,361.00 x 262.00 x 26.00,2.4,,"₹ 192,568"
,https://i.gadgets360cdn.com/products/laptops/large/1546455822_635_asus_vivobook-a540ya-xo645t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,,4GB,1TB,No,,Windows 10,1920x1080 pixels,,1.7,,
,https://i.gadgets360cdn.com/products/laptops/large/1525207937_635_thinbook-1430a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,RDP,Intel Atom Quad Core 7th Gen Z8300,2GB,,No,Nvidia GTX1050,DOS,1366x768 pixels,351.00 x 233.00 x 20.00,1.4,8.5,
"Asus A541UJ-DM465 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Blue, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455339_635_asus_a541uj-dm465.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3,4GB,1TB,No,,DOS,1920x1080 pixels,252.00 x 38.10 x 28.00,2.4,,"₹ 26,990"
"Asus X540SA-XX386D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, White, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455331_635_asus_x540sa-xx386d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,4GB,500GB,No,,DOS,1920x1080 pixels,252.00 x 38.10 x 25.00,2.0,,"₹ 22,950"
,https://i.gadgets360cdn.com/products/laptops/large/1546455021_635_asus_x401u-be20602z.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,,4GB,500GB,No,GeForce GTX 970M,Windows 8,1366x768 pixels,304.00 x 241.30 x 342.90,1.8,4.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546454265_635_hp_z9g15ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i7 7th Gen 7500U,16GB,1TB,No,,Windows 10,1366x768 pixels,254.60 x 38.43 x 24.30,2.19,,
"HP Zbook 15U G4 PRO Laptop (Windows 10, 6GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456514_635_hp_zbook-15u-g4-pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 7th Gen 7200U,6GB,1TB,No,Intel HD Graphics 5500,Windows 10,1920x1080 pixels,48.20 x 31.10 x 7.20,1.9,,"₹ 79,990"
"HP Zbook 15U G4 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Space Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456752_635_hp_zbook-15u-g4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 7th Gen,8GB,No,256GB,,Windows 10,,311.00 x 48.20 x 7.20,1.9,,"₹ 133,133"
"HP AY053TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455530_635_hp_ay053tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 5th Gen,4GB,1TB,No,,Windows 10,1920x1080 pixels,255.00 x 38.40 x 24.00,2.4,,"₹ 54,428"
"Asus X541UA-DM883T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454944_635_asus_x541ua-dm883t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 6th Gen,4GB,1TB,No,,Windows 10,1920x1080 pixels,252.00 x 38.10 x 28.00,2.0,,"₹ 32,990"
"Asus X541UA-DM883T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454944_635_asus_x541ua-dm883t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 6th Gen,4GB,1TB,No,,Windows 10,1920x1080 pixels,252.00 x 38.10 x 28.00,2.0,,"₹ 32,990"
"Asus Vivobook Max X541UA-GO1304D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454965_635_asus_vivobook-max-x541ua-go1304d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3,4GB,500GB,No,,DOS,1920x1080 pixels,252.00 x 38.10 x 27.00,2.1,,"₹ 26,779"
,https://i.gadgets360cdn.com/products/laptops/large/1546455804_635_asus_p2440uq-xs71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,12GB,512GB,No,,Windows 10,1366x768 pixels,256.54 x 150.00 x 22.86,1.12,,
,https://i.gadgets360cdn.com/products/laptops/large/1546454384_635_hp_15-ba018wm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,AMD APU Quad Core E2,4GB,No,No,,Windows 10,1366x768 pixels,254.60 x 384.30 x 24.30,2.13,,
,https://i.gadgets360cdn.com/products/large/lg-gram-17z90n-1600x800-1577428021.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,Intel Core 10th Gen,,,,,Windows 10,2560x1600 pixels,262.60 x 380.60 x 17.40,1.35,,
,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,Intel Core 10th Gen,,,,,Windows 10,1920x1080 pixels,210.80 x 324.60 x 17.90,1.145,,
,https://i.gadgets360cdn.com/products/laptops/large/1546454245_635_hp_omen.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i7 7th Gen 7700HQ,16GB,1TB,No,Nvidia GeForce GTX 1050,Windows 10 Home,1920x1080 pixels,,,,
"Asus E502MA-XX0069T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Pentium, Dark Blue, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455319_635_asus_e502ma-xx0069t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,2GB,500GB,No,,Windows 10,1920x1080 pixels,258.00 x 38.30 x 22.00,1.86,,"₹ 21,499"
"HP 15-AY563TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455049_635_hp_15-ay563tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3,4GB,1TB,No,,DOS,1920x1080 pixels,254.00 x 38.40 x 24.00,2.19,,"₹ 32,590"
,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,Intel Core 10th Gen,,,,,Windows 10,1920x1080 pixels,209.80 x 323.40 x 16.80,0.999,,
"iBall Compbook AER-3 Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Pentium, Gold, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453506_635_iball_compbook-aer-3.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,iBall,Intel Pentium Dual Core,4GB,64GB,No,Intel Integrated Graphics,Windows 10,1920x1080 pixels,,,,"₹ 20,999"
"iBall Compbook Ohd Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Black, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454370_635_iball_compbook-ohd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,iBall,Intel Atom Quad Core Z8350,2GB,No,No,,Windows 10,1366x768 pixels,,,3.0,"₹ 8,990"
"HP 15-BE009TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Sparkling Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455549_635_hp_15-be009tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Pentium Dual Core,4GB,500GB,No,,Windows 10,1366x768 pixels,255.00 x 38.40 x 24.00,2.19,,"₹ 23,323"
"HP 15-AC179TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Turbo Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455571_635_hp_15-ac179tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5,4GB,1TB,No,,DOS,1366x768 pixels,255.00 x 38.40 x 24.00,2.19,,"₹ 96,599"
"iBall Compbook AER-3 Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Pentium, Gold, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453506_635_iball_compbook-aer-3.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,iBall,Intel Pentium Dual Core,4GB,64GB,No,Intel Integrated Graphics,Windows 10,1920x1080 pixels,,,,"₹ 20,999"
"HP 15-BA081NR Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Quad Core, Blue, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456772_635_hp_15-ba081nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,AMD APU Quad Core,4GB,1TB,No,,Windows 10,1366x768 pixels,193.04 x 30.50 x 43.18,1.7,,"₹ 85,930"
,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,Intel Core 10th Gen,,,,,Windows 10,1920x1080 pixels,225.30 x 357.60 x 16.80,1.12,,
