Brand,Model,Image,Price,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphic card,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight(kg),Dimensions(mm),Series,Touch Screen,Base Clock Speed,Graphics Processor,Product,Dedicated Graphics,HDMI Port,Battery life,Dedicated Graphic Memory Type,Expandable RAM up to (GB)
Acer,One 10 S1001,https://i.gadgets360cdn.com/products/laptops/large/1546455359_635_acer_one-10-s1001.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,2GB,10.10-inch,32GB,Silver,Windows 8.1,No,S1001,Intel Atom Quad Core 4th Gen Z3735F,Intel Integrated HD Graphics,No,No,1280x800 pixels,802.11 n,1.2,,One 10,Yes,1.33 GHz,Intel Integrated HD Graphics,,No,,8,,
Asus,X X200LA-KX037H,https://i.gadgets360cdn.com/products/laptops/large/1546455362_635_asus_x-x200la-kx037h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,11.60-inch,No,Black,Windows 8.1,500GB,X X200LA-KX037H,Intel Core i3 4th Gen 4010U,Intel Integrated HD Graphics 4400,No,No,,802.11 b/g/n,1.24,302.00 x 200.00 x 25.60,X Series,No,1.7 GHz,Intel Integrated HD Graphics 4400,,No,,4.5,,
Acer,ChromeBook 14 CB3-431-C5FM,https://i.gadgets360cdn.com/products/laptops/large/1546456085_635_acer_chromebook-14-cb3-431-c5fm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,14.00-inch,No,White,Chrome OS,32GB,14 CB3-431-C5FM,Intel Celeron Dual Core N3160,Intel HD Graphics 400,No,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.55,431.80 x 236.47 x 341.12,ChromeBook,,1.6 GHz,Intel HD Graphics 400,,No,,,DDR3,
Samsung,Galaxy Book SM-W720NTKBXAR,https://i.gadgets360cdn.com/products/laptops/large/1546456668_635_samsung_galaxy-book-sm-w720ntkbxar.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,12.00-inch,128GB,Black,Windows 10,No,SM-W720NTKBXAR,Intel Core i5 7th Gen 7200U,Intel HD Graphics 620,No,No,2160x1440 pixels,802.11 a/b/g/n,1.66,291.34 x 199.90 x 7.37,Galaxy Book,Yes,3.1 GHz,Intel HD Graphics 620,,No,,11,DDR3,
Asus,X X200LA-KX037H,https://i.gadgets360cdn.com/products/laptops/large/1546455362_635_asus_x-x200la-kx037h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,11.60-inch,No,Black,Windows 8.1,500GB,X X200LA-KX037H,Intel Core i3 4th Gen 4010U,Intel Integrated HD Graphics 4400,No,No,,802.11 b/g/n,1.24,302.00 x 200.00 x 25.60,X Series,No,1.7 GHz,Intel Integrated HD Graphics 4400,,No,,4.5,,
Asus,90NB0BF2-M01540,https://i.gadgets360cdn.com/products/laptops/large/1546455358_635_asus_90nb0bf2-m01540.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 37,000",4GB,15.60-inch,No,Black,DOS,1TB,90NB0BF2-M01540,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,3.25,296.00 x 50.40 x 6.80,,No,,,"Asus 90NB0BF2-M01540 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,Standard,,,
Asus,Q325UA,https://i.gadgets360cdn.com/products/laptops/large/1546456319_635_asus_q325ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,13.30-inch,512GB,Grey,Windows 10 Home,No,Q325UA,Intel Core i7 8550U,Intel HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.09,281.94 x 211.00 x 310.00,,,,Intel HD Graphics 620,,No,,,,
Asus,FX53VD-MS72,https://i.gadgets360cdn.com/products/laptops/large/1546456397_635_asus_fx53vd-ms72.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,15.60-inch,256GB,Black,Windows 10 Home,No,FX53VD-MS72,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,384.00 x 254.00 x 20.00,,,2.8 GHz,Nvidia GeForce GTX 1050,,,Standard,,GDDR5,
Acer,Aspire E,https://i.gadgets360cdn.com/products/laptops/large/1546456242_635_acer_aspire-e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,2GB,15.60-inch,No,Black,Windows 10,1TB,,Intel Core i7 7th Gen 7500U,,,No,1920x1080 pixels,802.11 ac,2.65,162.56 x 30.50 x 49.50,Aspire E,,2.7 GHz,,,,Standard,,DDR4,
HP,EliteBook 820 G4,https://i.gadgets360cdn.com/products/laptops/large/1546456532_635_hp_elitebook-820-g4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,12.50-inch,No,Turbo Silver,Windows 10 Professional,256GB,820 G4,Intel Core i5 7200U,Intel HD Graphics 620,No,No,1366x768 pixels,,1.26,309.88 x 218.44 x 18.80,EliteBook,,2.5 GHz,Intel HD Graphics 620,,No,,,DDR4,
HP,ChromeBook 11 G5,https://i.gadgets360cdn.com/products/laptops/large/1546456529_635_hp_chromebook-11-g5.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 41,497",4GB,11.60-inch,No,Black,Chrome OS,16GB,11 G5,Intel Celeron Dual Core N3060,,,No,1366x768 pixels,802.11 a/b/g/n/ac,1.23,300.00 x 207.00 x 20.00,ChromeBook,,1.6 GHz,,"HP Chromebook 11 G5 Laptop (Chrome, 4GB RAM, 16GB HDD, Intel Celeron, Black, 11.6 inch)",,Standard,,DDR3,
Asus,ROG GL503GE-EN041TD,https://i.gadgets360cdn.com/products/laptops/large/1546455949_635_asus_rog-gl503ge-en041td.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Black,Windows 10,1TB,GL503GE-EN041TD,Intel Core i7 8th Gen,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,,,,ROG,,2.2 GHz,Nvidia GeForce GTX 1050 Ti,,,Mini,,GDDR5,32GB
Samsung,ChromeBook Plus XE521QAB-K01US,https://i.gadgets360cdn.com/products/laptops/large/1546456829_635_samsung_chromebook-plus-xe521qab-k01us.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 57,033",4GB,12.50-inch,32GB,Silver,Chrome OS,No,XE521QAB-K01US,Intel Celeron Dual Core,,,No,1366x768 pixels,802.11 ac,1.32,206.00 x 290.00 x 25.00,ChromeBook Plus,,,,"Samsung Chromebook Plus XE521QAB-K01US Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Celeron, Silver, 12.2 inch)",,,,,
Asus,X401U-BE20602Z,https://i.gadgets360cdn.com/products/laptops/large/1546455021_635_asus_x401u-be20602z.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,14.00-inch,No,Gold,Windows 8,500GB,X401U-BE20602Z,,GeForce GTX 970M,,No,1366x768 pixels,802.11 b/g/n,1.8,304.00 x 241.30 x 342.90,,,1.7 GHz,GeForce GTX 970M,,,,4,DDR3,
Acer,Aspire E,https://i.gadgets360cdn.com/products/laptops/large/1546456242_635_acer_aspire-e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,2GB,15.60-inch,No,Black,Windows 10,1TB,,Intel Core i7 7th Gen 7500U,,,No,1920x1080 pixels,802.11 ac,2.65,162.56 x 30.50 x 49.50,Aspire E,,2.7 GHz,,,,Standard,,DDR4,
Acer,Aspire E E-15-E5-575G-50ZZ,https://i.gadgets360cdn.com/products/laptops/large/1546455935_635_acer_aspire-e-e-15-e5-575g-50zz.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Charcoal Grey,Linux,1TB,E-15-E5-575G-50ZZ,Intel Core i5,Nvidia,,No,,802.11 ac,2.23,,Aspire E,,2.7 GHz,Nvidia,,,,,,32GB
Asus,VivoBook E12 E203MA,https://i.gadgets360cdn.com/products/laptops/large/1546456858_635_asus_vivobook-e12-e203ma.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 55,160",2GB,11.60-inch,32GB,Star Grey,Windows 10,No,E12 E203MA,Intel Celeron Dual Core,,,No,1366x768 pixels,802.11 ac,2.2,193.04 x 287.02 x 17.78,VivoBook,,,,"Asus Vivobook E12 E203MA Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Star Grey, 11.6 inch)",,,,,
Asus,S551LB-CJ289H,https://i.gadgets360cdn.com/products/laptops/large/1546455114_635_asus_s551lb-cj289h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Silver,Windows 8.1,1TB,S551LB-CJ289H,Intel Core i5 4th Gen 4200U,AMD Radeon R2,,No,1366x768 pixels,802.11 b/g/n,2.4,225.00 x 258.00 x 380.00,,,1.6 GHz,AMD Radeon R2,,,,,DDR3,
Asus,K510UQ-BQ668T,https://i.gadgets360cdn.com/products/laptops/large/1546453577_635_asus_k510uq-bq668t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Red,Windows 10 Home,No,K510UQ-BQ668T,Intel Core i5 8th Gen,Nvidia,,No,1920x1080 pixels,802.11 b/g/n,,,,No,1.6 GHz,Nvidia,,,,6,DDR3,
Acer,SP111-31N-C4UG,https://i.gadgets360cdn.com/products/laptops/large/1546455839_635_acer_sp111-31n-c4ug.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,11.60-inch,32GB,Obsidian Black,Windows 10,No,SP111-31N-C4UG,Intel Celeron Dual Core,,,No,1920x1080 pixels,802.11 ac,1.5,210.00 x 298.00 x 20.00,,Yes,,,,,Standard,,DDR3,
HP,15-BA022AX,https://i.gadgets360cdn.com/products/laptops/large/1546455545_635_hp_15-ba022ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 29,990",4GB,15.60-inch,No,Silver,Windows 10,500GB,15-BA022AX,,,,No,1280x768 pixels,802.11 ac,2.98,304.00 x 51.80 x 7.00,,No,,,"HP 15-BA022AX Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Silver, 15.6 inch)",,Standard,,,
Asus,FX53VD-MS72,https://i.gadgets360cdn.com/products/laptops/large/1546456397_635_asus_fx53vd-ms72.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,15.60-inch,256GB,Black,Windows 10 Home,No,FX53VD-MS72,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,384.00 x 254.00 x 20.00,,,2.8 GHz,Nvidia GeForce GTX 1050,,,Standard,,GDDR5,
HP,15Q-DS0005TU,https://i.gadgets360cdn.com/products/laptops/large/1546456793_635_hp_15q-ds0005tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 27,071",4GB,15.60-inch,No,Black,Windows 10,1TB,15Q-DS0005TU,Intel Pentium Dual Core,,,No,1366x768 pixels,802.11 ac,1.77,246.00 x 376.00 x 22.50,,,,,"HP 15Q-DS0005TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Black, 15.6 inch)",,Standard,,,
Acer,Aspire,https://i.gadgets360cdn.com/products/laptops/large/1546456358_635_acer_aspire.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Black,Windows 10,1TB,,Intel Core i7 7th Gen 7100U,Intel HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,3.06,63.50 x 31.00 x 40.60,Aspire,,2.4 GHz,Intel HD Graphics 620,,No,Standard,,DDR4,
Acer,Swift 5 (2020),https://i.gadgets360cdn.com/products/large/acer-swift-5-2020-1300x800-1592976952.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,14.00-inch,1TB,"Mist Green, Safari Gold",Windows 10,,,,,,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,,,Swift,Yes,,,,,Standard,,,
HP,EliteBook 850-G4-1BS49UT,https://i.gadgets360cdn.com/products/laptops/large/1546454618_635_hp_elitebook-850-g4-1bs49ut.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Silver,Windows 10,256GB,850-G4-1BS49UT,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,1.84,257.00 x 38.40 x 20.00,EliteBook,No,,,,,Standard,,,
Acer,Aspire E ES-576-31WW,https://i.gadgets360cdn.com/products/laptops/large/1546455798_635_acer_aspire-e-es-576-31ww.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 23,999",4GB,15.60-inch,No,Obsidian Black,DOS,1TB,ES-576-31WW,Intel Core i3,,,No,1920x1080 pixels,802.11 ac,2.1,64.80 x 97.80 x 6.40,Aspire E,No,,,"Acer Aspire E ES-576-31WW Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Obsidian Black, 15.6 inch)",,,,,
Samsung,Galaxy Book Flex Alpha,https://i.gadgets360cdn.com/products/large/galaxy-book-flex-db-1027x800-1578026943.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,13.30-inch,1TB,Royal Silver,Windows 10,,,,,,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,1.19,202.00 x 304.90 x 13.90,Galaxy Book,,,,,,Yes,,,
Asus,ROG Strix Hero GL504,https://i.gadgets360cdn.com/products/laptops/large/1546456441_635_asus_rog-strix-hero-gl504.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 192,568",16GB,15.60-inch,No,Black,Windows 10,1TB,Hero GL504,Intel Core i7 8750H,Nvidia GeForce GTX 1060,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.4,361.00 x 262.00 x 26.00,ROG Strix,,3.9 GHz,Nvidia GeForce GTX 1060,"Asus Rog Strix Hero GL504 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,Standard,,DDR4,
Asus,VivoBook A540YA-XO645T,https://i.gadgets360cdn.com/products/laptops/large/1546455822_635_asus_vivobook-a540ya-xo645t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Black,Windows 10,1TB,A540YA-XO645T,,,,No,1920x1080 pixels,802.11 ac,1.7,,VivoBook,,1.35 GHz,,,,Standard,,,4GB
RDP,ThinBook 1430A,https://i.gadgets360cdn.com/products/laptops/large/1525207937_635_thinbook-1430a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,2GB,14.10-inch,No,Black,DOS,,1430A,Intel Atom Quad Core 7th Gen Z8300,Nvidia GTX1050,,,1366x768 pixels,802.11 ac,1.4,351.00 x 233.00 x 20.00,ThinBook,No,1.84 GHz,Nvidia GTX1050,,,Mini,8.5,,
Asus,A541UJ-DM465,https://i.gadgets360cdn.com/products/laptops/large/1546455339_635_asus_a541uj-dm465.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 26,990",4GB,15.60-inch,No,Blue,DOS,1TB,A541UJ-DM465,Intel Core i3,,,No,1920x1080 pixels,802.11 ac,2.4,252.00 x 38.10 x 28.00,,No,,,"Asus A541UJ-DM465 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Blue, 15.6 inch)",,Standard,,,
Asus,X540SA-XX386D,https://i.gadgets360cdn.com/products/laptops/large/1546455331_635_asus_x540sa-xx386d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 22,950",4GB,15.60-inch,No,White,DOS,500GB,X540SA-XX386D,Intel Pentium Dual Core,,,No,1920x1080 pixels,802.11 ac,2,252.00 x 38.10 x 25.00,,No,,,"Asus X540SA-XX386D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, White, 15.6 inch)",,,,,
Asus,X401U-BE20602Z,https://i.gadgets360cdn.com/products/laptops/large/1546455021_635_asus_x401u-be20602z.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,14.00-inch,No,Gold,Windows 8,500GB,X401U-BE20602Z,,GeForce GTX 970M,,No,1366x768 pixels,802.11 b/g/n,1.8,304.00 x 241.30 x 342.90,,,1.7 GHz,GeForce GTX 970M,,,,4,DDR3,
HP,Z9G15UA,https://i.gadgets360cdn.com/products/laptops/large/1546454265_635_hp_z9g15ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,15.60-inch,No,Red,Windows 10,1TB,Z9G15UA,Intel Core i7 7th Gen 7500U,,,No,1366x768 pixels,802.11 ac,2.19,254.60 x 38.43 x 24.30,,,2.7 GHz,,,,Standard,,,
HP,ZBook 15U G4 PRO,https://i.gadgets360cdn.com/products/laptops/large/1546456514_635_hp_zbook-15u-g4-pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 79,990",6GB,15.60-inch,No,Black,Windows 10,1TB,15U G4 PRO,Intel Core i5 7th Gen 7200U,Intel HD Graphics 5500,No,No,1920x1080 pixels,,1.9,48.20 x 31.10 x 7.20,ZBook,,3.4 GHz,Intel HD Graphics 5500,"HP Zbook 15U G4 PRO Laptop (Windows 10, 6GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",No,,,DDR4,
HP,ZBook 15U G4,https://i.gadgets360cdn.com/products/laptops/large/1546456752_635_hp_zbook-15u-g4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 133,133",8GB,15.60-inch,256GB,Space Silver,Windows 10,No,15U G4,Intel Core i5 7th Gen,,,Yes,,802.11 ac,1.9,311.00 x 48.20 x 7.20,ZBook,,,,"HP Zbook 15U G4 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Space Silver, 15.6 inch)",,Standard,,,
HP,AY053TX,https://i.gadgets360cdn.com/products/laptops/large/1546455530_635_hp_ay053tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 54,428",4GB,15.60-inch,No,Black,Windows 10,1TB,AY053TX,Intel Core i5 5th Gen,,,No,1920x1080 pixels,802.11 ac,2.4,255.00 x 38.40 x 24.00,,No,,,"HP AY053TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,Standard,,,
Asus,X541UA-DM883T,https://i.gadgets360cdn.com/products/laptops/large/1546454944_635_asus_x541ua-dm883t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 32,990",4GB,15.60-inch,No,Silver,Windows 10,1TB,X541UA-DM883T,Intel Core i3 6th Gen,,,No,1920x1080 pixels,802.11 ac,2,252.00 x 38.10 x 28.00,,No,,,"Asus X541UA-DM883T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",,Standard,,DDR4,
Asus,X541UA-DM883T,https://i.gadgets360cdn.com/products/laptops/large/1546454944_635_asus_x541ua-dm883t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 32,990",4GB,15.60-inch,No,Silver,Windows 10,1TB,X541UA-DM883T,Intel Core i3 6th Gen,,,No,1920x1080 pixels,802.11 ac,2,252.00 x 38.10 x 28.00,,No,,,"Asus X541UA-DM883T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",,Standard,,DDR4,
Asus,VivoBook Max X541UA-GO1304D,https://i.gadgets360cdn.com/products/laptops/large/1546454965_635_asus_vivobook-max-x541ua-go1304d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 26,779",4GB,15.60-inch,No,Silver,DOS,500GB,Max X541UA-GO1304D,Intel Core i3,,,No,1920x1080 pixels,802.11 ac,2.1,252.00 x 38.10 x 27.00,VivoBook,No,,,"Asus Vivobook Max X541UA-GO1304D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 15.6 inch)",,,,,
Asus,P2440UQ-XS71,https://i.gadgets360cdn.com/products/laptops/large/1546455804_635_asus_p2440uq-xs71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,12GB,14.00-inch,No,Black,Windows 10,512GB,P2440UQ-XS71,Intel Core i7,,,No,1366x768 pixels,802.11 ac,1.12,256.54 x 150.00 x 22.86,,,,,,,Standard,,,
HP,15-BA018WM,https://i.gadgets360cdn.com/products/laptops/large/1546454384_635_hp_15-ba018wm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Black,Windows 10,No,15-BA018WM,AMD APU Quad Core E2,,,No,1366x768 pixels,802.11 b/g/n,2.13,254.60 x 384.30 x 24.30,,No,1.8 GHz,,,,,,,
LG,Gram 17Z90N,https://i.gadgets360cdn.com/products/large/lg-gram-17z90n-1600x800-1577428021.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,17.00-inch,,"White, Dark Silver",Windows 10,,17Z90N,Intel Core 10th Gen,,Yes,Yes,2560x1600 pixels,,1.350,262.60 x 380.60 x 17.40,Gram,,,,,Yes,Standard,,,
LG,Gram 14T90N,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,14.00-inch,,"White, Dark Silver",Windows 10,,14T90N,Intel Core 10th Gen,,Yes,Yes,1920x1080 pixels,,1.145,210.80 x 324.60 x 17.90,Gram,,,,,Yes,Standard,,,
HP,Omen,https://i.gadgets360cdn.com/products/laptops/large/1546454245_635_hp_omen.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,15.60-inch,No,Black,Windows 10 Home,1TB,Omen,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,,,,No,4 GHz,Nvidia GeForce GTX 1050,,,,,GDDR5,
Asus,E502MA-XX0069T,https://i.gadgets360cdn.com/products/laptops/large/1546455319_635_asus_e502ma-xx0069t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 21,499",2GB,15.60-inch,No,Dark Blue,Windows 10,500GB,E502MA-XX0069T,Intel Pentium Dual Core,,,No,1920x1080 pixels,802.11 ac,1.86,258.00 x 38.30 x 22.00,,No,,,"Asus E502MA-XX0069T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Pentium, Dark Blue, 15.6 inch)",,Standard,,,
HP,15-AY563TU,https://i.gadgets360cdn.com/products/laptops/large/1546455049_635_hp_15-ay563tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 32,590",4GB,15.60-inch,No,Black,DOS,1TB,15-AY563TU,Intel Core i3,,,No,1920x1080 pixels,802.11 ac,2.19,254.00 x 38.40 x 24.00,,No,,,"HP 15-AY563TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",,Standard,,,
LG,Gram 14Z90N,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,14.00-inch,,"White, Dark Silver",Windows 10,,14Z90N,Intel Core 10th Gen,,Yes,Yes,1920x1080 pixels,,0.999,209.80 x 323.40 x 16.80,Gram,,,,,Yes,Standard,,,
iBall,CompBook AER-3,https://i.gadgets360cdn.com/products/laptops/large/1546453506_635_iball_compbook-aer-3.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 20,999",4GB,13.30-inch,No,Gold,Windows 10,64GB,AER-3,Intel Pentium Dual Core,Intel Integrated Graphics,No,No,1920x1080 pixels,,,,CompBook,No,2.5 GHz,Intel Integrated Graphics,"iBall Compbook AER-3 Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Pentium, Gold, 13.3 inch)",No,Micro,,,
iBall,CompBook OHD,https://i.gadgets360cdn.com/products/laptops/large/1546454370_635_iball_compbook-ohd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 8,990",2GB,11.60-inch,No,Brown,Windows 10,No,OHD,Intel Atom Quad Core Z8350,,,No,1366x768 pixels,,,,CompBook,No,,,"iBall Compbook Ohd Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Black, 11.6 inch)",,,3,DDR3,
HP,15-BE009TU,https://i.gadgets360cdn.com/products/laptops/large/1546455549_635_hp_15-be009tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 23,323",4GB,15.60-inch,No,Sparkling Black,Windows 10,500GB,15-BE009TU,Intel Pentium Dual Core,,,No,1366x768 pixels,802.11 ac,2.19,255.00 x 38.40 x 24.00,,,,,"HP 15-BE009TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Sparkling Black, 15.6 inch)",,Standard,,,
HP,15-AC179TX,https://i.gadgets360cdn.com/products/laptops/large/1546455571_635_hp_15-ac179tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 96,599",4GB,15.60-inch,No,Turbo Silver,DOS,1TB,15-AC179TX,Intel Core i5,,,No,1366x768 pixels,802.11 ac,2.19,255.00 x 38.40 x 24.00,,,,,"HP 15-AC179TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Turbo Silver, 15.6 inch)",,Standard,,,
iBall,CompBook AER-3,https://i.gadgets360cdn.com/products/laptops/large/1546453506_635_iball_compbook-aer-3.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 20,999",4GB,13.30-inch,No,Gold,Windows 10,64GB,AER-3,Intel Pentium Dual Core,Intel Integrated Graphics,No,No,1920x1080 pixels,,,,CompBook,No,2.5 GHz,Intel Integrated Graphics,"iBall Compbook AER-3 Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Pentium, Gold, 13.3 inch)",No,Micro,,,
HP,15-BA081NR,https://i.gadgets360cdn.com/products/laptops/large/1546456772_635_hp_15-ba081nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 85,930",4GB,15.60-inch,No,Blue,Windows 10,1TB,15-BA081NR,AMD APU Quad Core,,,No,1366x768 pixels,802.11 ac,1.7,193.04 x 30.50 x 43.18,,,,,"HP 15-BA081NR Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Quad Core, Blue, 15.6 inch)",,Standard,,,
LG,Gram 15Z90N,https://gadgets.ndtv.com/static/icons/laptop_icon.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,15.60-inch,,"White, Dark Silver",Windows 10,,15Z90N,Intel Core 10th Gen,,Yes,Yes,1920x1080 pixels,,1.120,225.30 x 357.60 x 16.80,Gram,,,,,Yes,Standard,,,
Asus,VivoBook S S406UA-BM231T,https://i.gadgets360cdn.com/products/laptops/large/1546455826_635_asus_vivobook-s-s406ua-bm231t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,14.00-inch,No,Gold,Windows 10,256GB,S S406UA-BM231T,Intel Core i3 7th Gen,,,No,1920x1080 pixels,802.11 ac,1.2,,VivoBook,,,,,,Standard,,,16GB
Asus,PU451LD-WO103D,https://i.gadgets360cdn.com/products/laptops/large/1546455330_635_asus_pu451ld-wo103d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 38,990",4GB,14.00-inch,No,Black,DOS,500GB,PU451LD-WO103D,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,3.36,328.00 x 40.60 x 7.00,,No,,,"Asus PU451LD-WO103D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i5, Black, 14 inch)",,Standard,,,
